id,field_id,titel_autor,rasignatur,volltext,unique_key,file,field
3152,314.0,DOPPELBESTEUERUNG,84378,Doppelbesteuerung 3 2 Doppelbesteuerung Separatdruck aus Die Steuern der Schweiz Bearb. von der Eidgenössischen Steuerverwaltung Basel i Verlag für Recht und Gesellschaft 1975 23 cm 69 S 14720,84378DOPPELBESTEUERUNG S. 14720 ,chunk_2,
3153,315.0,DOPPELBESTEUERUNGSABKOMMEN,,Doppelbesteuerungsabkommen Doppelbesteuerungsabkommen Deutschland Schweiz Texte und Kommentar nebst Zusätzen und Außensteuergesetz Bearb. von H. J. Meyer März illus und D. Hangartner Herausg. von der Handelskammer Deutschland Schweiz Mit Ergän,DOPPELBESTEUERUNGSABKOMMEN(Mit Ergän,chunk_2,
3154,316.0,DOPPELBESTEUERUNGSABKOMMEN,84293,Doppelbesteuerungsabkommen zwischen der Schweiz und Deutschland 1971 Steuern vom Einkommen und Vermögen Textausgabe und Praxis Von Kurt Locher unter Mitarbeit von Walter Meier und Rudolf von Siebenthal Band 1 Basel Verlag für R,84293DOPPELBESTEUERUNGSABKOMMENrlag für R,chunk_2,
3155,317.0,DOPPELBESTEUERUNGSABKOMMEN,81889,Doppelbesteuerungsabkommen 81989 Doppelbesteuerungsabkommen zwischen der Schweiz und der Bundesrepublik Deutschland Text mit Einführung Erläuterungen und eingearbeiteten Zusatzbestimmungen Bearbeitet von H J Meyer Marsilius Zurich Handelskammer,81889DOPPELBESTEUERUNGSABKOMMENelskammer ,chunk_2,
3156,318.0,DÖPPER,,Löppper Michael a Schwarz Bernhard DM1 AutoCAD PraxisHandbuch Version 10,MICHAELDÖPPER 10   ... ,chunk_2,
3157,319.0,DORE,3325/7,Dore Valentine occupe le 33257 Dore Valentine La statistique forestière internationale et ses problèmes XXIe session de l'Institut International de Statistique Mexico 1933 La Haye 1933 10 S ,3325/7VALENTINODORE.	(10 S.) ,chunk_2,
3158,320.0,DORÉ,,Doré Robert Doré Robert s Monmarohé Georges et RD France automobile 1938,"ROBERTDORÉ..  1938, ",chunk_2,
3159,301.0,KNESCHAUREK,91323,Kneschaurek F. Kneschaurek F. Konjunktur und Wachstumspolitik in der Schweiz Das langfristig gültige ausgewogene konjunkturpolitische Programm der St. Galler Doktoranden Fürauagim Auftrag des Gotthard Bundes Zürich Organisator 1965 56 S,91323F.KNESCHAUREK5).	(56 S.,chunk_5,
3160,302.0,KNESCHAUREK,5136/49,Kneschaurek O 73 va Knesehatirek F. Die kurz- und langfristigen Bestimmungsfaktoren der Zinsentwicklung in der Schweiz. Vertrag gehalten an der Vorstandssitzung der Schweizerischen Vereinigung zum Schütze der Sparer und Rentner am 27. Juni,5136/49F.KNESCHAUREK am 27.Jun,chunk_5,
3161,303.0,KNESCHAUREK,,Knoschaurek Francesco Kneschaurek Francesco J. Graf Hans Oeorges. Wirtschaft und Marktprognosen als Grundlage der Unternehmungspolitik. St. Gallen: St. Galler Zentrum für Zukunftsforschung 1984. A 22 cm IXf 284 S 22254,FRACESCOKNESCHAUREK4 S 22254 ,chunk_5,
