id,field_id,titel_autor,rasignatur,volltext,unique_key,file,field
24278,2343.0,THALMANN,72240,Thalmann Walter Thalmann. Fallerische Heilungsdauer bei Unfallverletzungen. Jahresbericht der Philosophischen Fakultät II der Universität Bern 1921 Bern: Stäinpfli 1921 8 S. m. A.,72240WALTERTHALMANN8 S.) m	A ,chunk_8,
24279,2344.0,THALMANN,5687,Thalmann Jörg 568 Thalmann Jörg Das Schweizer EWG-Handbuch In Zusammenarbeit mit Albert Tille Frauenfeld Stuttgart Huber 1972 21 cm 222 S Fig,5687JOERGTHALMANN S.  Fig. ,chunk_8,
24280,2345.0,THALMANN,12076,Thalmann Paul Thalmann Paul Die Auswirkungen von Sitzverlegungen internationaler Unternehmungen von der Schweiz ins Ausland auf deren Personalsorgeeinrichtungen Zürcher Dissertation Winterthur Schellenterg 1970 8° XII 68 S 11443,12076PAULTHALMANN8 S 11443 ,chunk_8,
24281,2346.0,THALMANN,170,Thalmann W. Thalmann ff. Zahlenwerte der Prymschen Funktion zur Berechnung von Rentenbarwerten Mit d. Ver. Schweizer Versicherungsrathematik Heft 26 Bern: Stampfli 1931 S. 173-202 Dr.,170WALTERTHALMANN02) (Dr.) ,chunk_8,
24282,2347.0,THALMANN (I),"86140/1,2,3",86140123 D. Thalmann I Valentin Robert Schnell Übersicht Framework III Haar b. München Markt ft Technik Verlag AG 1988 17 cm 448 S 3 Expl,"86140/1,2,3D.THALMANN (I). 3 Expl. ",chunk_8,
24283,2348.0,THALMANN (PF/REV),86875,86875 Thalmann PFREV Widler Anton Das kleine 1x1 der derivativen Finanzinstrumente Grundlagen im Überblick durch Steuerpraxis ZStP Sonderheft 1995 Zürich Zürcher Steuerpraxis 1995 21cm 87 S,86875THALMANN (PF/REV)21cm.87 S.,chunk_8,
24284,2349.0,THALMANN (PF/REV),86876,86876 Thalmann PFREVj Banques Fonds de placement Chapitres 61 et 62 de Manuel Suaise de révision entièrement révisé Zürich Chambre fiduciaire Chambre suisse des experts-comptables fiduciaires et fiscaux 1995 21 cm XIV 498 S.,"86876THALMANN (PF/REV) , 4-98 p.",chunk_8,
24285,2350.0,THALMANN (PF/REV),86895,86 895 Thalmann D. PFREV Gut Alexander Auditing OTC derivatives for banks Diss Univ Zürich Institut für schweizerisches Bankwesen der Universität Zürich Schweizerisches Institut für Banken und Finanzen an der Ho,86895D.THALMANN (PF/REV) an der Ho,chunk_8,
24286,2431.0,LÜTHY,83578,Lüthy Herbert Lüthy Herbert Die rechtliche Regelung der freiwilligen Personalvorsorge Kritik der geltenden Bestimmungen und Betrachtungen zu einer allfälligen Revision Diss Univ Basel 1974 50cm XIY111214 Bl,"83578HERBERTLÜTHY1,214 Bl. ",chunk_5,
24287,2432.0,LÜTHY,,Lüthy Pauls Luder Ulrich LP 100 Jahre Solothurnische Leihkaase 1865 1965,PAULLÜTHY865-1965. ,chunk_5,
24288,2433.0,LÜTHY,12446 EX.A,Lüthy Thomas Lüthy Thomas Das Rechtsverhältnis zwischen Arbeitgeber und Personalforsorgung insbesondere der Anschlussvertrag mit einer Sammlung oder Gemeinschaftsstiftung Diss Univ Zürich Zürcher Studien zum Privatrecht,12446 EX.ATHOMASLÜTHYt- recht. ,chunk_5,
24289,2434.0,LÜTKE-BORNEFELD,,Lütke Bornefeld P. E. L. E. R. S. Lebenssituationen älterer Menschen Hrsg. von Dieter Farny PLB,PETERLÜTKE-BORNEFELD  P'L'-B' ,chunk_5,
24290,2435.0,LÜTOLF,4305,Lutolf Werner Lutoff. Wege zur Produktivitätssteigerung im Verwaltungsbereich der privaten wirtschaftlichen Unternehmung unter besonderer Berücksichtigung des Versicherungswesens Veröffentlichungen des Versicherungswirtschaftlichen Seminars an der,4305WERNERLÜTOLFars an der,chunk_5,
