id,field_id,titel_autor,rasignatur,volltext,unique_key,file,field
27288,2738.0,SCHRAMM,91605,"Schramm Wilbur Schramm, Wilbur. Programmierter Unterricht heute und morgen 3. Auflage. Schulpolitisches Forum Band 3. Bielefeld: Cornelsen Verlag 1963. S. 80, 12.",91605WILBURSCHRAMM S.) 8012 ,chunk_7,
27289,2739.0,SCHRANER,1008,Schraner Marius Die Erfüllung der Obligationen 3 völlig neu bearbeitete Auflage Hrsg von Peter Gauch bearbeitet von MS Zürcher Kommentar Band Vle Lfgl Zürich Schulthess Polygraphischer Verlag AG,"1008MARIUSSCHRANERg	(AG),   ",chunk_7,
27290,2740.0,SCHRANZ,2399,Schranz Peter Schranz Peter Versicherungen Techniques Übersetzung ins Französische von P. Verdón Manuels d étude pour les assurances Zürich Editions de la Société suisse des employés de commerce 1990 22 cm 312 S. 27930,2399PETERSCHRANZ          ,chunk_7,
27291,2761.0,BIBLIOTHEK,86682,86682 • 1001 Gotter Sean Potter Mike Inside Taligent Technology Reading IJLA AddisonWesley Publishing Company 1995 24 cm XX 476 S.,"86682BIBLIOTHEKXX, 476  p",chunk_0,
27292,2762.0,BIBLIOTHEK,86685,86 685 Bohilt B St Urner Güntner Oracle 7 A User Guide and Developer's Guide including Release 7.1 Translated and adapted by George Staw and Patricia Staw Reprint London: International Thomson Computer Press 1995 24 cm XIII 424 S.,"86685BIBLIOTHEKIII,424 p.",chunk_0,
27293,2763.0,BIBLIOTHEK,86695,86695 Kogotoohwoilor Abbey Michael Corey Michael J Oracle A Beginners Guide Oracle Press Berkeley CA Osborne McGraw Hill 1995 23 cm XXX 522 p,"86695BIBLIOTHEKXXX,522 p.",chunk_0,
27294,2764.0,BIBLIOTHEK,86705,86705 VD Cpgjlicu GHI»Brooks Jr »Frederick P. The Mythical Man-Month. Essays on Software Engineering. Anniversary Edition. Reading MA: Addison-Wesley Publishing Company 1995. 23 cm XII 322 p.,"86705BIBLIOTHEKXII,322 p.",chunk_0,
27295,2765.0,BIBLIOTHEK,86710,867X0 Morf IAISO 9000 9001 9002 9003 9004 Zürich SNV Schweizerische NormenVereinigung 1990 30 cm,86710BIBLIOTHEK990.-30cm.,chunk_0,
27296,2766.0,BIBLIOTHEK,86774,86774 Bibliothek Heller Dan X View Programmierhandbuch Aktualisiert für XView Version 32 von Thomas van Raalte 5. Auflage Sewastopol CA O'Reilly Associates Inc 1993 24 cm XIII 770 S.,"86774BIBLIOTHEKXIII,770 p",chunk_0,
27297,2767.0,BIBLIOTHEK,86775,86775 Bibliothek Raalte Thomas van X View Reference manual for X View Version 32 Companion to Vol 7 Sewastopol CA O'Reilly Associates Inc 1993 24 cm XIV 311 p,"86775BIBLIOTHEK.XIV,311 p",chunk_0,
27298,2768.0,BIBLIOTHEK,86792,86792 K » Dutthor o Darnell Peter A. Margolia Philip E. C. Software Engineering Approach Springer Books on Professional Computing 2nd Revised Edition. New York: Springer Verlag 1991. 24 cm XXI 622 p,"86792BIBLIOTHEKXXI,622 p,",chunk_0,
27299,2769.0,BIBLIOTHEK,86797,86797 Hosotoohwollor IN McClanahan David Oracle's Developers Guide Oracle Press Berkeley GA Os forne UcGraw Hill 1996 23 cm XVII J794 P,"86797BIBLIOTHEKIJ.,794 P.",chunk_0,
27300,2770.0,BIBLIOTHEK,86798,86798 Frau Loohrcr PLPEJ Rimensberger Rolf Einführung Informatik Die Benutzeroberfläche Windows Textverarbeitung mit Word Tabellenkalkulation mit Excel Zeichnen mit Paintbrush Rorschach Kantonaler Lehrmittelverlag St. Gallen 1994 32 cm Ordner,86798BIBLIOTHEKcm.Ordner.,chunk_0,
27301,2721.0,POLEN,,Polen Verordnung des Präsidenten der Republik Polen 1928,"POLEN.   1928, ",chunk_6,
27302,2722.0,POLICENAUSFERTIGUNG,2069/4,Policenausfertigung Policenausfertigung die in der Lebensversicherung Betriebstechnische Fragen der Lebensversicherung 4. Folge Herausgegeben vom Verband der Lebensversicherungsunternehmen eV Bonn Ausschuss für Betriebstechnik,2069/4POLICENAUSFERTIGUNGhnik). Kar,chunk_6,
27303,2723.0,POLICY,98507,Policy Policy Vol 67 1968 No 3153 Vol 87 1988 ICPLT London: Stone Cox Ltd 1968 1988 30 cm,98507POLICY88.	-30cm ,chunk_6,
27304,2724.0,POLICYHOLDERS,19009,Policyholdera Policyholders Protection Act 1975 Chapter 75 London Her Majesty's Stationery Office 25 cm 39 P T7nn fla,19009POLICYHOLDERS T7nn fla ,chunk_6,
27305,2725.0,POLIDORO,3687,Polidori Ciro Polidori Ciro. Matematica finanziaria. Parte I Matematica del credito. Parte II Matematica della previdenza. Firenze: Felice Le Monnier 1930 1931. 21 cm. VII 406 p. Fig. Von Prof. Marchand 4,3687CIROPOLIDORO     -	-4 ,chunk_6,
27306,2726.0,POLIS.EVANGELISCHE ZEITBUCHREIHE,,Polis Evangelische Zeitbuchreihe Polis Evangelische Zeitbuchreihe Band 20 s Imboden Max Helvetisches Malaise,POLIS.EVANGELISCHE ZEITBUCHREIHE Malaise. ,chunk_6,
